city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,carport,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga,title,lokasi,url,source,scraped_at
Bogor,350.0,210.0,6,4,2.0,,,Siap Huni,,,2300000000.0,"Rumah 2 Lantai Siap Huni.dekat Mall Cibinong City Mall,Akses Sangat Startegis,Lingkungan Nyaman,Cibinong Bogor",Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-2-lantai-siap-hunidekat-mall-cibinong-city-mallakses-sangat-startegislingkungan-nyamancibinong-bogor-hos41165408/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:37:39.594689
Bogor,60.0,60.0,2,2,,,,Siap Huni,,,390000000.0,Rumah 2 Lantai Cluster Perumahan The River Siap Huni Dekat Stasiun KRL Parung Panjang dan Tol Legok,Parung Panjang,https://www.rumah123.com/properti/bogor-parung-panjang/rumah-2-lantai-cluster-perumahan-the-river-siap-huni-dekat-stasiun-krl-parung-panjang-dan-tol-legok-hos16099458/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:37:48.468586
Bogor,40.0,60.0,2,1,4.0,,,Siap Huni,,,345000000.0,Rumah Murah Full Renovasi Cluster The River Siap Huni Dekat Stasiun Parung Panjang,Parung Panjang,https://www.rumah123.com/properti/bogor-parung-panjang/rumah-murah-full-renovasi-cluster-the-river-siap-huni-dekat-stasiun-parung-panjang-hos39848306/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:37:57.266902
Bogor,262.0,198.0,5,4,2.0,,,Siap Huni,,,1700000000.0,Dijual Rumah 2 Lantai Siap Huni LT 198 LB 262 Villa Bogor Indah 5,Bogor Barat,https://www.rumah123.com/properti/bogor-bogor-barat/dijual-rumah-2-lantai-siap-huni-lt-198-lb-262-villa-bogor-indah-5-hos41286977/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:38:07.264308
Bogor,100.0,120.0,3,2,1.0,,HGB,Baru,,,1300000000.0,"Rumah 2 Lantai, Baru Renovasi di Yasmin, Row Jalan Lebar, Dkt Toll, Bebas Banjir Rumah HGB di Taman Yasmin",Taman Yasmin,https://www.rumah123.com/properti/bogor-taman-yasmin/rumah-2-lantai-baru-renovasi-di-yasmin-row-jalan-lebar-dkt-toll-bebas-banjir-rumah-hgb-di-taman-yasmin-hos41095550/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:38:14.699701
Bogor,385.0,277.0,5,4,4.0,,,Siap Huni,,,4400000000.0,Rumah Luas Bagus Siap Huni Dekat Gerbang Tol Kota Wisata Cibubur,Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/dijual-rumah-bagus-luas-dekat-gerbang-tol-kota-wisata-cibubur-hos40987421/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:38:25.813208
Bogor,30.0,60.0,2,1,2.0,,,Baru,,,590000000.0,"Dijual Rumah Baru 2 KT 2 KM di Bogor, Dekat LRT Harjamukti",Tanah Sareal,https://www.rumah123.com/properti/bogor-tanah-sareal/dijual-rumah-baru-2-kt-2-km-di-bogor-dekat-lrt-harjamukti-hos41073706/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:38:35.659923
Bogor,50.0,60.0,2,2,2.0,,SHM,Baru,,,785000000.0,"Siap Huni Rumah 2 KT di Bogor, Strategis & Free DP, BPHTB, SHM",Cibinong,https://www.rumah123.com/properti/bogor-cibinong/siap-huni-rumah-2-kt-di-bogor-strategis-free-dp-bphtb-shm-hos41066954/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:38:44.621029
Bogor,50.0,60.0,1,1,2.0,,,Baru,,,785000000.0,"Rumah Baru 2 Kamar Tidur Siap Huni di Bogor, Dekat LRT Harjamukti",Sentul,https://www.rumah123.com/properti/bogor-sentul/rumah-baru-2-kamar-tidur-siap-huni-di-bogor-dekat-lrt-harjamukti-hos41071093/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:38:54.218008
Bogor,495.0,543.0,6,5,4.0,,,,,,11000000000.0,Rumah Mewah di Sentul City Cluster Terdepan,Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-mewah-di-sentul-city-cluster-terdepan-hos41390236/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:39:03.716590
